text,label
الله ينكد عليك يا بدري وعلي كل اللي سيبينك تنكد علينا وتضيع امجاد ولعيبه ظفر الواحد فيهم برقابتك .,EGY
والله يا سي حماقي انت سقت من نظر كثيرا من معجبيك اليوم واحب اسيلك سوال:,EGY
الايقاع,NOR
علي ايه ده كله هو ايه اللي كان حصل؟؟؟حرام عليكم تظلمو حماقي بالشكل ده هو واحد متفق مع الجامعه علي ميعاد حفله وعملها وخلاص ماله هو بالاضراب؟؟!!!!وبعدين اللي عايز يعمل اضراب يروح هو يعني حفله حماقي هي اللي هتمنعه ماتحملوش حماقي زنب حاجه هو ماعملهاش ولا ليه دعوه بيها من الاساس مالكم بتهاجهموه كده ؟؟!!!! ولا يهمك ياحماقي من حد خليك في طريق الغنا دول ناس متغاظه منك ومن نجاحك والهجوم ده اكبر دليل علي نجاح الحفله ونجاحك....ان شا ءالله ربنا هينصرك عليهم لاننا عارفين قد ايه انت انسان محترم وبتحب بلدك اوي ولايمكن تعمل حاجه تضرها....ربنا يوفقك ويسعدك ويكفيك شر الناس احنا كلنا بندعيلك من كل قلوبنا,EGY
من كتوبر فيليو في كل مره عندي روزنامه نمشي بها ووندر دعوات ال ال الشباب وصلنا الي عدد ما شاء الله ندرك في المايه شاب هموم تكون جميع الاختصاصات في ناحيه بكل اختصاصات الملاحيه شفناها,NOR
وخدمه بوباء اللي هو حاجه خفيفا جدا يعني كل واحد تشوف هذا يحسب يشفق,NOR
بانوراما دراما مش هتقدر تغمض عنيك (ظهور الحقيقه ),EGY
كنا معكم وهذا الحوار وهذا الغياب الفنان الجابي الفنان العزيز عبادي الجوهر اشهر,GLF
يعني اللي الجهه الدوليه اللي ساهمت ب ب بسفك دم الشعب السوري انا بتقديري غير مقبول غير مقبوله من طرف الشعب السوري وهو ال ال اللاعب الرييسي بكل ها ال المعادله هو الاساس هو الاساس الشعب السوري لا يستطيع احد ان يفرض علي الشعب السوري حال وستنتصر الثوره السوريه رغما عن ايران وعن كل دول ال المتعاطفه معه,LAV
لم تكن لشخصيه جمال هي العقبه الوحيده فلابد للرييس المصري ان يكون له سيده اولي اما جمال في السنه الرابعه والاربعين فكان لا يزال عصيبا,MSA
لا حول الله لما احنا المواطنين الضعفاء اللي انوجه البلطجيه امال الحكومه بتعمل ايه وليه بيعملو ويصلوانهم بلطجيه اكيد من اجل المال والقوه يبقي الاصل من الحكومه حتا لو حامتنا ماهي اصلا اللي عملت فينا كده ولا حول ولا قوه الا بالله,EGY
ان كييف جيتكم نشكركم دا نوع من الحقوق او منع من ضعف وتجلت هي الغذاء وخارقه حزبك كل شي واحد البطه ويمشي كوكن خارجي كان فيديليتي كتبت الوحده بروده هذيك المنطقه كلها الثلج للمنطق الوحده المستوي انهت موتجي تزداد حدته هي اللي بيقودها كيك نحنا مساويه,NOR
اه الناشر معك انا مش نحكي لتولي كامل دراساتنا تشغيل حاجه طبيعيه من ان اللي بيعطي نبته موجوده عنان ما حاجه اتمني ايه باتهامنا التابعه كنتوا بيوم احلت كنت وبينهم,NOR
ارحمني ياضابط وانت ا قبل اعتذاري .......عذر من بياع اعضاء تباهي بموقفك بين الرجال,EGY
كلنا في مصر بنحب الكاديكي لانه راجل محترم بجد مودب وصادق وبيحب مصر وعلشان كده هو دخل قلوب كل المصريين من غير اذن واحنا كلنا بنحبه.,EGY
ايه لكن ما ان تهزم الدمام السعوديه خذ ثم في الاسواق الموازيه موجود لكنه الشيء عندها مجموعتها,NOR
انعم واكرم علي الاخلاق سواء من الاب او من الابن حاجه تقرف. وسلم لي علي بلد العلم والايمان زي ما كان بيقول الرييس المومن انور السادات هههههه,EGY
عام 1963 يوم وصول حزب البعث الي السلطه لم كان الاقليات اي حزب علي المستوي المكاسب الاقتصادي والاجتماعي زياده عن غيرها من ابناء الشعب السوري هناك مساله حاول النظام خصوصا بعد عام الف مسلم 1970 ان يركز في اذهان الناس كونه نظام معزول ومنشق حتي ومنشق حتي عن حزب منشق حتي عن الفريق الكاتبه التي وصلت معه الي السلطه حاول الاستناد علي ارضه معينه هذه الارضيه المعينه اراد من ان لجر ابناء الاقليات الي الحجره التي اه يريدها ويركب علي هذه الموجه بحيث يستمد نظامه نوع من الشرعي وبحيث يقوي نفسه بهذه الاقليات لا لكي يقويها لا لكي اه يعطي يعطيها امتيازات علي العكس من ذلك هي كانت ادوات هي ادوات للنظام في القمع بعض م ن م ن سار معه في هذا الطريق كان ادوات للنظام وقوع كغيرهم من ابناء الشعب السوري الذين قبلوا ان يكونوا ادوات,LAV
اصابع الندم ودعا ومن رمضان يعني احنا جزء من دايرته سودان باكستان يعني المجهز,LAV
ومثلما ارشيفنا بنادر بعدها عندنا بالكويت اشياء وايد نادره صور بديهات مواد لا تخطر علي البال او ما تخطر علي البال والالقاب,GLF
حد يوسع البنطلونات دي شويه,EGY
الحكم حسب لهم يومين وقت بدل ضايع لزومه ايه الفشخره و المزبه الفراغه بتاعت الزمبلك دي,EGY
الحمد لله غيرنا بقاله سنين مش لاقي شغل مش عارف ليه الناس مابتحمدش ربنا,EGY
ووفق ايش ما كان كان كان ايمن شربجي,LAV
مبقاش في فرق بين النذيهه والمزوره كلها مجرد مسميات المهم اللي بيتم والنتيجهواحده كله في مصلحه اخوانا البعده,EGY
متحيروناش احنا اصلا تعبانين المهم اي واحد غير مبارك حتي يسهل عليتا بعد ذلك تغييره والرادعي راجل كويس وانا معاه,EGY
انتصار كبير وتاريخي لقضيتنا العادله بفضل الله تحققت وحده جذورنا هذا الفوز وهذا النصر صنعه قايد وشعب قايد وقفت دايما وابدا وقفته الثابته والواثقه والحاسمه في وجه الادعاءات والتزوير ليجسد ايمانه بتراب الوطن فهذا النصر نصرك ابا سلمان,MSA
داحنا بقيا معندناش دم خالص,EGY
ميلود شرفي 2 2 مليون راس من منافسيهم من ان يخطو مات وبينما تمكن الكرام حطوا فيها 200 غرام مليون لوبلوا اه والا ايضا اخذ من من سعر 100 مليغرام من بكين نفرت حبيبي خلال كلهم سلاح هذه لتخفيض عمل شيء سبب ال السابق استفسار,NOR
سليم كيسلينج سحب وكاله اسفار مختصه في ال الرحلات البحريه وامسيه غليونا معروف معنا في تونس في الق تهديها اه ممكن تعطينا فكره علي مساهمه ووكالات الاسفار في القتال هدايه اه وعلاقه ربما توجد كم توما فيلا في القطاع,NOR
يا جماعه الصور مفيهاش اي حاجه خالص بس في ناس كده بتحب الفرقعه و جذبالانتباه و خلاص كفايه تشويه لصورتنا احجنا الشباب بقي,EGY
كلنا عرفين الست ورده بتعشق مصر قد ايه وهي نفت الكلام اللي ثم تروجو بس حقول ايه في ناس مش عايزه تصدق هم حرين ويعملو اللي هما عيزينوا,EGY
مشكله واستحمال ان شاء الله هيك الامور وتطلع علي مصر وان توفر فالنزا كلمه مع الشعب,LAV
مسرح الجريمه ما كان تجاور والسكينه تورنيفيس انا قلت الامنيين نجاج بتوما التجارب اتي هنا علي بوليتكنيك فيفتعل جاور,NOR
زاد الطين بله فالغضب القطيعه علي شهداء الكنيسه قابله غضب سلفيون من مقتل احد المتهمين تحت التعذيب سيد بلال انضم الي خالد سعيد في طابور ان لا ينتهي من ضحايا التعذيب,MSA
يمكن الطلاب في الجامعه مطالبتكم طلب عندنا اشكاليه في قضيه تحصيل الرسوم من حكم الوضع المالي الصعب جمعيه تخصصت في بعد الانتهاء من الجامعه يعني حملت الفكره وضحت كنفحه البطوله اكثر ليقضي في ال تقديم المساعده للاسلاميين في الخليجيين والطلبه وما الي ذلك,LAV
اذا كانت تركيا مش عايزه تعترف بمدابح الارمن بتتدخل ليه في شوون فرنسا الداخليه ؟؟؟,EGY
انت لسه برضه يارضا الملاح كده ؟ماقلنا لك عندك المواقع مكتوبه هنا في الموضوع ده في الصفحات ادخل اتعلم بدل الكلام الفارغ اللي بتكتبه كل شويه وحتضطر تاخد اقراص مهديه للاعصاب لان شكلك كده بدات الانهيار العصبي ولعلي اذكرك ماتحاول ان تتجنب معرفته..,EGY
ومين هيقدر يوم يلومهم ..,EGY
ديه مصر يا عبله نتهان ونتشم ويمسخروا بكرامتنا الارض علي الفضاييات تريقه وننتنقل اطفيح من غير تحقيق ولا دياولو ونرجع نبوس الايد ونلقي الاشعار عشان الي هذاينا يسامحنا علي قله ادبه كان نفسي اقول كلمه واحد ا تيييييييييييييييتتتتتتتت لو الي قال الشعر ده حرام تلامذته ما يستفيدوش منه يبقي حرام الوزير ده ماتستفيدش منه مصر والرحمه علي مصر التي في خاطري,EGY
عزيز سجلت سومر شكرا حسام الكينيه لان انت الفاصله من سحر وهذه النمو حتي الروس شهادات المقادير هاتوا,NOR
استاذ خليل ا عد في هذا الصدد ماذا يمكن ان تقوم به قيادات الجاليه العربيه والمسلمه في امريكا هل تشعرون ان عليكم اثبات انكم امريكيون الان وتقديم الولاء لاميركا علي الولاء القومي والديني,MSA
لو لو اني مثلا عنان وطارت فرضا سويت العمليه بره بطردنا اروح وارجع سوف خصومات بغيت استفسر عن موضوع افطر التوسع جر يعني بعد العمل يا عم باسال اسيله شيء بيكون صعب علينا وغيرها يعني حسيت انها موضوع ال هنيه ارتاحت دكاتره بالنسبه للقضيه الدخول ترسي جر لانغاد التعاقد او مثلا الغسيل يوميا احسن ارتاحت اكثر مع الدكاتره فانجلترا حتي العملي يعني مرتاح وما شاء الله عليهم منذ اول مره يعني في مره من المرات تنقذ حياتهم يعني في مستشفي حمد,GLF
يعني من كل يوم,LAV
حتي لو كان نتنياهو اللي بيحكم البلد ماكنش هيعمل فينا اكتر من كده بيع الغاز المصري بارخص الاسعار لاسراييل باقل مما يباع للشعب المصري يا للمهزله بيع و خصخصه البلد حته حته مما يقودنا لاحتلال اقتصادي جديد و طبعا ده ميهمهمش العمل لصالح رجال الخراب او الاعمال بغض النظر عن مصالح الشعب المصري صاحب الارض الشرعي تشريد الاسر المصريه في مصر و اسكندريه تشريد العمال المصريين و قفل و خصخصه المصانع اللي بياكلو منها عيش و رميمهم في الشوارع و امام مجلس الشعب لاذلالهم لما يطلبو حقوقهم بيع الاراضي المصريه لامراء عرب و الله واعلم مين تاني بارخص الاسعار برده نظام تعليم فاشل بيخرج للبلد جهلاء و عالم ليس لهم اي انتماء لبلدهم اللي اصلا ماخدوش منها حاجه علشان يدوها بعد كده اي حاجه ايقاع الشعب المصري في فتنه طايفيه بواسطه شيوخ مرتزقه لابعادهم عن احوال البلد و مشاكلهم الحقيقيه و غيره و غيره اظن ان الوقت حان بقه للخلاص من الحكم القمعي ده ربنا يرحمنا و يشيل من عننا القهر التاريخ بيقول ان مفيش ظلم بيستمر الشعب بدا يتحرك اخيرا مستجيرا ربنا يستر و يحصل تغيير من غير مشاكل او باقل خساير يا رب يا رب,EGY
والجنرال البيان زمنيه باللازم ناجي بن جنات لهم اي شوري ماء المطر لهم ميسورا امام لبحث ما نقول غلطنا لهم ما لهم دور نظرهما يزورنا ما نبه كنا لتحجيم وجينا جوابي انا قلت هلا يا مرحب مرحب سن نكتشف انه هو انه غدا وباء كان ممتاز ممتاز ممتاز من غيرهم من شهيه يابولي شبابك شبر يعير شباب مشربا الجهه وبنجاوي يكون درس هو خاسر من جواتي من خارج اليمن اصبح علي حافه الصين لاجيين حردان والابنيه,GLF
اليوم التصقت في من قبل الساعه,GLF
هذا المشروع سيكلف كثير طفل نقلل من بيته الي المدرسه ومن المدرسه للبيت الطعام لان بها المدرسه في عندنا وجبت مجنون ام من الاطفال لان الاطفال ما عندهم اطار عايله دايما ما عندهم دايما انتر عايله مناسبه لحمايه اه بفتكر كثير فيهن لانه بيسكتوا لنا ان الفكره الاساسيه يا اللي خلتنا م نطلق مشروع مدرسه انسان من عشر سنين اليوم حقيقيه مضبوط انه هادول الاشخاص اللي ما اخذوا فرس هن كانوا بشرا اخذوا فرسان بمجمل بالخوف بيستاهلوا انه ياخذوا فرصه وو بيقدروا ينجحوا مثل غيرهم واكثر امانا من غيرهم,LAV
شارك برايك حفرت علي عمق سبعمايه بتسمح التراب بتعملك اسمتاها لل سار الانزلاق هذا بما انها للموقع لينز القدادي قريبا للالواح محاذيه للطريق بيشعروا بعد ذاك يجينا كلمناهم والكماين تتعدد بعمل ناهيك من ان تحقق سوي الانجيل سلمي بشيء تعدي تعدي علي ال الوحده يريد جام جم مترا,NOR
مع اني مختلفه مع الجزايريين في بعض الاراء ودا عادي بس ملكش دعوه انت يا رخم كان مين سالك سعدان بيعمل ايه.....محدش طلب رايك.... واحد وبيدرب منتخب بلاده كان حد حشرك في حاجه ده انت غلس رخامه مشفتهاش في حته قبل كده وحيات ابوك اتكلم علي ادك,EGY
"ولو الشباب سابو الاضراب و المظاهرات وسابو"" اليوم التاريخي ده "" عشان يسمعو اغاني يبقو شباب ملهومش لازمه ومايستحقوش الحقوق ولا المطالب اللي بيطالبو بيها اصلا ولا هينفعو البلد في يوم .",EGY
الان موضوع شيخ الازهر حتي لا تجاوزه كمجلس اصدر هذا القرار هل ستطالبون المشير طنطاوي كما طلب طمون بتنفيذ قرار احمد شفيق ان يصدر قراره بعزل شيخ الازهر ان الامر الان متروك للقانونيين ان يفسر وهذا الامر وقرر واه اعضاء ال الرجال القانون وت والتفسيرات الدستوريه,MSA
حمزه انا عندي وحسبنا ان يكتبوا سجني وحدتي يعقد رجعتني 30 سنه او سويدي رجعت لاسترضاء الولايات,NOR
لا لانه الشهاده اللي هي حكومه عندنا في الاردن حتي في الدول التانيه تبقي افضل بكثير من الخاصه حيث يوناني معترف فيها اكثر او وبتفتح لك مجال شغل اكثر اوو وحتي لجعل المدرس فيها للجامعه الاردنيه مصنفا لافضل 500 جامعه علي مستوي العالم,LAV
كان القايد الايجابيه هل يعكس للمشاهدين ولنا راح نشوف,GLF
غير ان ذلك ملف شاليط,NOR
وكان مبارك رهاينه ما عليه وان علي الشعب ان يغطي وبينما كان البلد يحترق حوله هو انتباهه الي مسايل اخري,MSA
بوسنه,NOR
عندك وقت لتوضيب شعرك بالشكل ده امال امتي بتلاقيوقت لمشاكل شعبك الغلبان اللي اتهري كبده من الميه الملوثه وبعدين انت لازم تقول كده مش انت خدام الحكومه,EGY
ان هذا الوطن العزيز هو وطني مثلما هو وطن لكل مصري ومصريه فيه عشت وحاربت من اجله ودافعت عن ارضه وسيادته ومصالحه وعلي ارضه اموت وسيحكم التاريخ عليه وعلي غيره بما لنا او علينا,MSA
بسم الله الرحمن الرحيم اعتقد بانه حراك المعلمين الاردنيين جدي وصل الي احياء نقابتهم اليوم والتي تشرف اليوم بالوقوف امامها حقيقه اه الحقوق التي طالبنا بها بعضها تحقق والبعض الاخر لازال حقيقه موجود علي طاوله الحكومه والحكومات التي سبقتها وهذه الحقوق تتعلق بجوانب ماديه هي وجوانب اداريه,LAV
هادي قصيده الشعب السوري الطين القصيده هي محليه,LAV
صحيح الكلام ده ياعم اكرم - ولا انا ادهولت - ايه حكايه الانتخابات اللي ماكنتش نزيهه قبل كده - امال كانت ايه عبيطه - لالالالالالالالالالالا اكيد انا مش في وعيي - ومش مصدق الكلام ده يعني الاستاذ حمال مبارك مبقاش جمال مبارك - ايه المخوله دي - الظاهر بدات اتمخول - ولا باين قريت الكلام بالمقلوب يااااااااااااه الهي يقلب دماغك ياواد يااكرم,EGY
اه,GLF
"وان كان حلال ادينا بنشربه ,ولو حرام يامولانا ادينا بنحرقه سوا ...",EGY
ياريت تخليكم في المدرب بتاعكم الي بيشتم لاعبته وناقص يردحلهم وابعدوا عن الزمالك بلاش قرف بقي,EGY
د مالك 20 نقطه يعني 20 نقطه,LAV
انا مش مصدق ان النصاري سذج بالطريقه دي ... ماحدش فيهم عنده فكر ... اما بالنسبه للاخ اللي بيقول الاله اللي بياخد فلوس من الناس مايبقاش الهو1632;و1632;و1632;و1632;اقوله ياناصح دا انت ضحل فعلا ....عاوزين تجسدوا كل حاجه زي ماجسدوا الله في شخص بشر ... حتي اليهود لعنوكم,EGY
حقيقه للشعب السوري والشعب السوري قال كلمته منذ البدايه انه ثار من اجل الكرامه والحريه من اجل استعاده الحريات المفقوده في سوريا لم المس هذا الشيء ابدا في حمص ولا في اي مكان في سوريا وانك انت اه وان كان لا لبشار الاسد مصداقيه فيما يقول انه يخشي علي الاقليات هل يخشي علي الاقليات عندما ا ي يرسل جيشه لينقسم الجيش السوري الي الذين قد يكونون مع انها ويحلمون معا وهدفهم هو الدفاع عن حدود الوطن معا ان ينقسموا الي فريقين متقاتلين اليوم هل هو يحمي الاقليات حقا وهو يرسل بجيشه ليقتل ويقتل,LAV
منسوب النيل صباح اليوم بلغ خمسه عشر مترا وثلاثه وتسعين سنتميترا بزياده قدرها خمسه سنتيمترات عما يصفه بالامس,MSA
والله مش عارفين نقولك ايه بس فعلا حرام عليكي صحتك ولو مش عاجبك بترول اسيوط تشجعيه خلاص ياستي شجعي بني عبيد والله ده فريق كويس ايه رايك,EGY
فساد فساد فساد موش عارف فين مسيولين نادي الزمالك المحترمين علشان اللي بيحصل ده ابراهيم حسن الطبيعي يشطب من سجلات في اي مجال رياضي ومعذره للكابتن الزملكاوي المحترم ايمن يونس عدم الاعتراف بالاخطاء لفريقه وتوجيه الدفه الي مجري اخر وتصريحه بعدم بث اي لقطات اسف ياكابتن الغلط لايختلف عليه اثنيين وما حصل اليوم كارثه بكل المعاني امام العالم حسبي الله ونعم الوكيل,EGY
لا يمكن القبول باستخدام التبرير لتسويغ فعله ابراهيم حسن، لو كل واحد شايف ان له حق ياخذه بيده الدنيا هتخرب. نزول ابراهيم ارض الملعب غير مبرر، جريه وراء الطبيب بهذه الصوره غير مبرر وغير لايق، انفعال اللاعب الشبل حازم امام بهذه الطريقه الطفوليه ينم عن شخصيه غير ناضجه وهو ايضا غير مبرر. انفعال جماهير الزمالك بهذه الصوره تكسير المقاعد والقايها علي اللعيبه غير مبرر وغير لايق . يجب ان نتوقف عن تبرير الافعال غير اللايقه، ولو استمر الحال هكذا فسوف تكون الملاعب المصريه فرجه,EGY
ما بتشوف ولا مره حالات انه انت مرتكب او انت مخطي سينتهي الي تبرير اخلاقي انه انا عم بحرصها الشارع للفجر اعصارا يجني بيوت مرتاحه انا بالبلدين دفينين الكتله مصالحهم شغاله ما انا بقدر خربه بس تلكم يشتغلوا ماشي الحال وبيطالب بها المعني بدي عداله عداله اجتماعيه يعني شو بدك,LAV
ايه البواخه دي ايه اليي انا شيفه ده لف وارجع تاني لف وارجع تاني ......... لاتعليق,EGY
كفايه بقي.,EGY
هو المفروض واحد خد الكارت من الحكم ورماه في الارض وشتمه بامه وباهله,EGY
ياريت ده مش يكن الغربال الجديد ويكون سياسه النفس الطويل في الوزاره لان الفساد في التعليم مثل الفساد في المحليات للركب وياريت تنذل الاقاليم فيها الفساد اكبر واكبر وعلي,EGY
ويمينيه ونفتخر ف مدرسه ولا راحوا لا شيء شينين ايه طيب,GLF
المشكله الحقيقيه اننا بنحب نسوء سمعه بلدنا بالعناوين اللي ملهاش لازمه ومفكرين ان المواقع دي مش موجوده غير مصر وبس,EGY
ونسكت بقيمتي في البلاد كلها بالدم اللي سو لميسواري,NOR
سعد زغلول قال مافيش فايده!!!!!!!!!!!!!!!!!!!!,EGY
وهذه الغلطه اللي ما كان لازم تصير والغلطه الثانيه ان اول واحد فيكم طالع عليه,GLF
انك بالبلطجه تستميل شويه عيال هوجاء و تاثر عليهم انك بتحب الزمالك قوي,EGY
الست اللي بتخرج في الظلام قبل الفجر وشايله حله جبنه قريش علي راسها -تجري علي ولادها,EGY
قالت الفراشه فانا انا كمان يعني انا انا حاليا بالفتره اللي خلاهم سواسيه باحساسها الحاله اللي,LAV
الاحد مع سيطرته بصحوه لتواسي بل كان مخلص 100 5 كانت نقطه يقتني يبرع تخلص وخلاص ما كان حتي فيتمجد يرتفع,NOR
يعني كده اي حد يخش يشوف فضايح مصر ويعملها علينا صاحب التقوي والفضيله ويكون هو اصلا في بلده العن من كده بس مستور,EGY
الواد ده قليل الادب مفيش حد اتكلم عليه خالص وهو عمال يلوش يمين وشمال يروح يشوف التزوير ال شغال فيه مع محافظ المنيا والذي وقف لتجاوزاته ..وبعدين انت مش من الاهلي يابني دا هي سنه ياروح امك بقيت حامي حمي الاهلي صحيح ال ختشوا ماتوا وكل الاهلاويه كدابين كده,EGY
نقل وقطف تفتح ديكل ثقوب وول تحكي تحكم يخسر دهم هذيك كطريقه هي صحيحه دايما نخلي الناس تفتعل اه صفيحه علي تحكيم حتي,NOR
الصور مفيهاش حاجه و معظمها بتد انهم عارفين بعض و البعض الاخر لم يتعدي نظره .... كفايه بقي مش ناقصه ولعه و انتوا ما بتصدقوا و خلاااااااااااااااص,EGY
يا جدعان سيبكوا من الدوري المصري و شوفوا الواد روبين عمل ايه في مانشستر,EGY
هذا اللاعب والله والله لا يستحق ان يرتدي فانله النادي الاهلي - شوفوا مستواه كان في دوره الامم كان فضيحه =كان منتخب مصر وكانه بيلعب ناقص لاعب - بلاش تخبط يااداره الاهلي -مش عاوزين علل مركونه في الاهلي -وبعدين ناديه الحالي عنده الفلوس متوفره هايسيبه ليه -فوقوا يااداره الاهلي -فوقوا وهاتوا مدرب كويس ومدرب حراس كويس وبلاش تعاقدات خايبه احنا بقينا ملطشه,EGY
استاذ جورج علم واذا كان هناك ا ي راد وتتعامد لتصدير الازمه الي الخارج هل يكفي والتكسي سياسه الناي بالنفس اه اه لدرء هذا الخطر ان نتحدث طبعا ولا نتحدث عن موشرات معينه ربما تقود الي هذا السيناريو,MSA
احسنت ناس يعني احنا اكثر من مره يجون شركات النفط الجامعه ويشوفون الطلاب او اكثر نحصل شغل مع الشركات فانا حسلم تناسب,GLF
ال يعني كدا احنا هنبطل نحب حماقي ولا هو هيبطل غني,EGY
دوغري والمباغته وخرس ادباشه اماكن قتل كلها كل سنه ثملون يضرب مع تتبع المذهب يتبع المذهب تمر لشروط الاحتلال فشل في المنطقه,NOR
مارايناه في الحلقه يعد فضيحه اعلاميه بكل معني الكلمه ايه القرف ده ومين مرتضي منصور ده اللي طايح في خلق الله ياشيخ خالد في وجودك كان من المفترض الا يسمح بفضح مسلم بهذه الصوره وعي الملا ربنا يستر علينا جميعا وبعدين احب اقول للاستاذ محمود شكلك كان وحش قوي وانت خايف من مرتضي فين الحياديه في اداره الحوار وعيب قوي لما تتريق علي صوره واحد لما كان فقير اعتقد ان الحلقه تحتاج الي استغفار كل من شارك فيهااسغفر الله العظيم,EGY
احنا ممكن شوفوا موظفون سامون ديال الدوله خرجوا سيارات ديال سيرفيس يعني صلاح بتاع اثمان باهظه هادي ادي ادي دوله عندها ازمه اقتصاديه ممكن نشوف العلاوات الخاين ديال ناس موظفون سامون في الحكومه او الذي الموسسات او لهذا هذا هذا الشارع لانه الازمه قد يكون جعل البلاد انفاقهم قد تكون هي العامل لكي قلت لك يتقاضي ثلاثه الاف درهم كامليش ديال سني واللي احنا علي اه الذي كرس نيجي احنا كنا نطالب بالحد الادني للعيش والكل قول الحكومه بقياده 3000 درهم اللي هي كانت وت وقالت وعدت بها اه تبقي العميله والنقابات اذن احنا كان قوله بانه ما يمكنش ان غد يكون واحد اختيارات سياسيه خاطيه طلبوا الواحد لماذا كانت عنده فيها حتي شيء مش هو اللي اتمن ديالها يعني دب الازمه خاصه العاملين الديري اديتم الازمه او المطاف او هذا يظهر لي بانه خاص مراجع الاختيارات الاقتصاديه الان وهذا نقاش خاص يكون نقاش واسع ونقاش لشركتين جاني بانهم كنجي انقذ الدوله شددت الدول المتقدمه منعش للازمه رات عاشت اوروبا الازمه تعيشها اوروبا وقت انشاء امريكا شو رو جوا جلعو بارولييه بيناقشوا كيف زغيدر بشيء وجوه الازمه دينيللي لتفتيح ناي وعندك من الفم طلابي قرن غزاله الملف المطلبي انا مع دوله كل ساعه غارديان تفاوضوا جايين من مفاوضه غدي نتفاوض ولكن احنا بدنا بالملموس اذن دول متقدمه جلسات ومناقشات من بين اجراءات الاولي اللي دارت نياره انشات الكماليات الاشياء اللي سايده د غسان عطيه 3000 درهم تتعمر الوشاح تلقفها بشكل نشيط الضوء كله جراء الازمه ما كل شيء طبقا معك زياده في الاجر وما يمكن لجندي رسم عليها ذك الفلاح اللي وقع,NOR
انا علي فكره عن بعمل بطريقه,LAV
مشينا برشم لاستبعاد قرابه مشينا قرب سنتين الدوز مشينا الحمم برغبه عند رام مشينا برشلونه استبعاده منهم باتوا في الاوتيل كل معذب كاسييه ومعناش كوندي وكاد كل واحد يعطي رايخ كلما كنا بكلمه مش هيتكلم واحتكار بالاتفاق متفقين ومتينه طبعا الناس كلها,NOR
حلو جداااا وكل سنه وانتم طيبين وربنا يستر عليا بيا اصلي رايحه اكل فسيخ دلوقتي ههههههههههههههه وتسلم ايدك يا فنان,EGY
ع ين ا ن م ا,LAV
...وسنغني ونقوووول اعادين ليه ما تومو تروووحوا,EGY
الخاصيه الشيء اللي يعني الكيفي الشيء العجيب في الكبد فعلا ام ان بعد مده لما نمشي لنفترض ان نتبرا من مصر كادت تصل كابل الباغي ينم علي حسب حاجه الجسم الجسم هو يتكيف مع الاشياء فتح يفرز انزيمات وهرمونات فلدي الكبد يكبر عشان يغط الاحتياجات المطلوبه ونفس الشيء يصير في الكليه المزروع علي منازل اكله واحده لمريض نفترض زرعنا كل ما في الامر عشر سنوات في واحد امرا مثلا ثلاثين سنه تحتاج تتكيف مع حاجه الجسم الجديد,GLF
لو قامت فعلا حرب مش هنلاقي حد هيبقف معانا واللي هيدفع التمن لوحده هو الشعب المصري,EGY
اسبانيا,NOR
طيب اسالك توندي يعني لو كنتم اجتمعتم مع الرييس عمر البشير ماذا كنتم ستطرحون من قضايا,MSA
ماطلبناش منك انت ولا غيرك تصدقنا، وبعدين احنا فعلا بنتكلم مع نفسنا بدليل انكم اتهمتم حكم مباراه بالرشوه رغم ان العالم كله كان شاهد عليها ، وعمالين تلفقوله افلام وفيلات ومنتجعات ، و خليتوه متجوز مصريه،هههه ،و كل يوم في الجرايد بتاعتكم كنتوا بتنكروا كل حقيقه وفضل لمصر وتنسبوه لنفسكم او لغيرنا وخلاص،و بعدين موضعكوا ده معانا عدا الرياضه بكتير قوي ، ومالكش دعوه بالجياع بتوعنا عيش انت مع الاثرياء المترفين بتوعك،انت مالك ومالنا؟ وفريقكم لعب بعنف اقتنعت او مااقتنعتش،وجماهيركم مارست العنف ضدنا اقتنعت او مااقتنعتش,EGY
افهم انته بقي ياذكي هههههههههههههههههههههههههههههههههه,EGY
ومن امتي اي مسول في مصر بيدور علي مصلحه مصر مش مصلحته الشخصيه,EGY
طالما كل حاجه في مصر حلوه,EGY
دافع يايمن كمان وكمان علي البلطجه والهمجيه وكان منظر مقرف وانت متعصب وجهك محمر وعاوز المخرج يخفي الحقايق موش مكسوف من نفسك روح شوف نفسك كان شكلك ايه انت وامثالك سبب تاخر الكوره في مصر ونادي الزمالك احنا مو شعاوزين اللي زيك عاوزين ناس محترمه زي بتوح الاهلي كفانا نفاق وتعبتونا من اليوم موش هشجع الزمالك,EGY
وانتعش اهاليكم,LAV
"هو بالزمه ولد عنده 16 سنه وهوه راجع من الدرس وشايل حقيبه بلاستيك بها بعض من الخبز البلدي وفي يده الاخري كتاب الرياضيات وكراسه الدرس وقلم جاف في طريقه الي المنزل ويفوجي بضابط ينادي عليه ويسبه بامه ويقذفها بالفاظ نابيه تخدش الحياء كده من غير حاجه وبعدين الولد خاف وجري راح الضابط ضرب عليه النار من الخلفولت; , وبعد كده الضابط يقول خدوه وارموووه ,, ايييه يا سيدي هوه فيلم اجنبي !!!!!!",EGY
اللهم اشف كل مريض مسلم مومن بس ... حد تاني لا....بس,EGY
دساتير الدول الديمقراطيه,MSA
لكن لازم الاول نشوف عملوا كده ليه؟,EGY
اكرم الحكيم يضحك يضحك كره من الصدمه والكلام لجان العاملين ان تري قيمه التراحم اني كثير من المشاعر اتجاهات كلنا,GLF
